شناسه,نوع,نام,"توضیح کوتاه",توضیحات,دسته‌ها,برچسب‌ها,"متا: slide_template","متا: _studiare_course_teacher","متا: _studiare_course_duration","متا: _studiare_course_certificate","متا: _studiare_course_language","متا: _wpb_vc_js_status","متا: _studiare_course_type","متا: post_views_count","متا: _post_views_count","متا: _studiare_course_prerequisite","متا: _studiare_poster_video_coures_id","متا: _studiare_poster_video_coures","متا: _wp_page_template","متا: _studiare_course_teacher_2","متا: _elementor_edit_mode","متا: _elementor_template_type","متا: _elementor_version","متا: _elementor_data","متا: rank_math_seo_score","متا: _rank_math_gtin_code","متا: _wc_deposit_enabled","متا: _wc_deposit_type","متا: _wc_deposit_amount","متا: _wc_deposit_payment_plans","متا: _wc_deposit_selected_type","متا: _wc_deposit_multiple_cost_by_booking_persons","متا: rank_math_internal_links_processed","متا: rank_math_primary_product_cat","متا: _studiare_course_video_id","متا: _studiare_course_video","متا: rank_math_focus_keyword","متا: _elementor_pro_version","متا: _studiare_course_start_date","متا: _yoast_wpseo_primary_product_cat","متا: _yoast_wpseo_content_score","متا: _yoast_wpseo_estimated-reading-time-minutes","متا: _wpml_media_has_media","متا: cmplz_hide_cookiebanner","متا: _wpml_word_count","متا: _wpml_location_migration_done","متا: _yoast_wpseo_metadesc","متا: _studiare_course_level","متا: _studiare_course_disable_image","متا: rank_math_description","متا: _yoast_wpseo_focuskw","متا: _yoast_wpseo_linkdex","متا: rank_math_primary_course_location","متا: _yoast_wpseo_title","متا: rank_math_title","متا: rank_math_facebook_enable_image_overlay","متا: rank_math_facebook_image","متا: rank_math_facebook_image_id"
کد ندارد,variable,برنامه نویسی موبایل جامع,,<h3>در این دوره چه آموزش داده می شود؟</h3>
\nآموزش زبان برنامه نویسی جاوا و مقدماتی اندروید.
\n
\nدر این دوره شما با اصول زبان  برنامه نویسی جاوا و توانایی حل مسأله مربوطه میشوید.
\n
\nانجام پروژه های متنوع.
\n<h4><strong>پیش نیاز های این دوره آموزشی</strong></h4>
\nآشنایی کامل با یک زبان برنامه نویس (ترجیحا پایتون) و همچنین شئ گرایی.
\n<img src="https://itech-co.ir/wp-content/uploads/2018/11/java.png" />
\nآشنایی با اصول اولیه برنامه نویسی
\n
\nکاربرد ها و تعریف ابزار های برنامه نویسی
\n<h4>تئوری های مربوطه فایل صوتی</h4>
\nکاربرد ها و بخش های مختلف
\n
\nدر دسترس
\n<h4>نصبIDE فایل صوتی</h4>
\nنصب اولین محیط برای برنامه نویسی
\n
\nدر دسترس
\n<img src="https://itech-co.ir/wp-content/uploads/2018/11/java.png" />
\nانواع متغیر ها در java
\n<h4>معرفی انواع متغیر ها و کاربرد هرکدام مقاله</h4>
\nدر دسترس
\n<h4>print و حالت های مختلف تمرین</h4>
\nدر دسترس
\n<img src="https://itech-co.ir/wp-content/uploads/2018/11/java.png" />
\nحلقه و شرط
\n
\ndo-while , switch case , for , while , if , else
\n<h4>انواع حلقه های تکرار مقاله</h4>
\nfor and while
\n
\nدر دسترس
\n<h4>ساختار های شرطی مقاله</h4>
\nif,else,elif,...
\n
\nدر دسترس
\n<h4>کار با نوشته‌ها و مقالات سایت رایگان</h4>
\nانواع نوشته و حالت های انتشار مطالب
\n
\nدر دسترس
\n<img src="https://itech-co.ir/wp-content/uploads/2018/11/java.png" />
\nآرایه ها
\n<h4>indexing مقاله</h4>
\nدر دسترس
\n<h4>پیمایش در آرایه</h4>
\nدر دسترس
\n<h4>کار با آرایه و کاربرد های آن</h4>
\nدر دسترس
\n<img src="https://itech-co.ir/wp-content/uploads/2018/11/java.png" />
\nتوابع و متد ها
\n
\nانواع توابع در جاوا همراه با حل مسئله
\n<h4>توابع در جاوا مقاله</h4>
\nدر دسترس
\n<h4>public , static , void</h4>
\nدر دسترس
\n<img src="https://itech-co.ir/wp-content/uploads/2018/11/java.png" />
\nشروع کار با android
\n
\nandroid studio
\n<h4>نصب و راه اندازی android studio مقاله</h4>
\nدر دسترس
\n<h4>کار با محیط برنامه مقاله</h4>
\nدر دسترس
\n<h4>gradle و SDK مقاله</h4>
\nدر دسترس
\n<img src="https://itech-co.ir/wp-content/uploads/2018/11/java.png" />
\nشی گرایی
\n
\nیکی از مهمترین بحث ها در این دوره
\n<h4>مفاهیم شئ گرایی مقاله</h4>
\nدر دسترس
\n<h4>class &amp; object مقاله</h4>
\nدر دسترس
\n<h4>ارث بری فایل صوتی</h4>
\nدر دسترس
\n<h4>متغیر های خصوصی مقاله</h4>
\nدر دسترس
\n<h4>iterface</h4>
\nدر دسترس
\n<h4>Abstract class</h4>
\nدر دسترس
\n<img src="https://itech-co.ir/wp-content/uploads/2018/11/java.png" />
\nپروژه های اندرویدی
\n
\nهمراه با گرافیک و xml
\n<h4>ساخت انواع برنامه در محیط اندروید مقاله</h4>
\nدر دسترس
\n<img src="https://itech-co.ir/wp-content/uploads/2018/11/java.png" />
\nمباحث ویژه در جاوا
\n<h4>array list , hashmap,... مقاله</h4>
